iter	RMSE
233	0.2987277008
234	0.2986085868
235	0.2983767657
236	0.2981432976
237	0.297911239
238	0.2977466724
239	0.2974655397
240	0.2972095313
241	0.2969509781
242	0.2968019951
243	0.2964966102
244	0.2962471005
245	0.2960574017
246	0.2958477959
247	0.2956833073
248	0.2954525434
249	0.2952544036
250	0.2949575517
251	0.2946408929
252	0.2945006316
253	0.2943961792
254	0.2942038185
255	0.2940267214
256	0.2938201718
257	0.2936741918
258	0.2934359779
259	0.2932895029
260	0.2931308434
261	0.2929273875
262	0.2927103416
263	0.2925491846
264	0.2922834885
265	0.2920166539
266	0.2918431213
267	0.2916943518
268	0.2915334263
269	0.2913764033
270	0.2912206139
271	0.2910092421
272	0.2908144013
273	0.2906180416
274	0.2904600043
275	0.2903139524
276	0.290081196
277	0.28997103
278	0.2897583968
279	0.2895371697
280	0.2893541261
281	0.2892350453
282	0.2890887343
283	0.2888808603
284	0.2885999505
285	0.288442778
286	0.2882211831
287	0.2880943766
288	0.2878291796
289	0.2875943375
290	0.287374528
291	0.2872389034
292	0.2870118138
293	0.2869099843
294	0.2867891765
295	0.2865334117
296	0.2862211688
297	0.2860004723
298	0.2858876274
299	0.2856553946
300	0.28555929
301	0.2853401917
302	0.2851653658
303	0.2849553129
304	0.2848061922
305	0.2845978629
306	0.2845361371
307	0.2844048061
308	0.284242429
309	0.2840505503
310	0.2838925616
311	0.2837594753
312	0.2835797139
313	0.2834478175
314	0.2832544464
315	0.283042902
316	0.2828304352
317	0.2826765581
318	0.2824903638
319	0.2822646972
320	0.2821054911
321	0.2819962104
322	0.2817734527
323	0.2815954785
324	0.2814136293
325	0.2812895374
326	0.2811610474
327	0.2810109524
328	0.2808717347
329	0.2807915248
330	0.2805391695
331	0.2804268372
332	0.2803139449
333	0.2801629196
334	0.2799494918
335	0.2798198775
336	0.2797447244
337	0.2796728591
338	0.2794874238
339	0.2793745913
340	0.2791906927
341	0.2790899844
342	0.2789188301
343	0.2787661288
344	0.2786604364
345	0.278472593
346	0.2783241437
347	0.2781921631
348	0.2780490281
349	0.2778441926
350	0.2777448787
351	0.2775924755
352	0.277470768
353	0.2773961222
354	0.2773350494
355	0.277156384
356	0.2770291715
357	0.276776309
358	0.2766467403
359	0.2764593476
360	0.2763106806
361	0.2761161134
362	0.2759679208
363	0.2758046584
364	0.2755515827
365	0.2754328766
366	0.2751797375
367	0.2750955244
368	0.2749478927
369	0.2748615964
370	0.2747556561
371	0.2746746227
372	0.274584186
373	0.2744150627
374	0.2743506712
375	0.2741891461
376	0.274022393
377	0.2739287687
378	0.2737586966
379	0.2736401604
380	0.2733991953
381	0.2731826426
382	0.2730004244
383	0.272897465
384	0.2728094816
385	0.272724943
386	0.2725919234
387	0.2725108321
388	0.2724189346
389	0.2723519728
390	0.2722179444
391	0.2720555416
392	0.2718773648
393	0.2717584037
394	0.2716631516
395	0.2713977428
396	0.2712074298
397	0.2710912945
398	0.2709277456
399	0.2708279107
400	0.2707029519
401	0.270626273
402	0.2705034225
403	0.2703501607
404	0.2701649206
405	0.2701048677
406	0.2699898531
407	0.2698771229
408	0.2697141433
409	0.2696257058
410	0.2693965636
411	0.2693087287
412	0.2692054876
413	0.2691179967
414	0.2690027241
415	0.2688585341
416	0.2687702775
417	0.2687331522
418	0.2686270793
419	0.2684822464
420	0.2683568515
421	0.2682650989
422	0.268188358
423	0.2680547752
424	0.2679468423
425	0.2678301007
426	0.2677101445
427	0.2676174259
428	0.2675400985
429	0.2674565044
430	0.2673911015
431	0.267287946
432	0.2671474424
433	0.2669958329
434	0.2668574825
435	0.2667616334
436	0.2667124569
437	0.2665832292
438	0.2664427459
439	0.2662783918
440	0.2661605072
441	0.2659743676
442	0.265901321
443	0.2657479134
444	0.2656521843
445	0.2655212018
446	0.2654283665
447	0.2653090368
448	0.265236237
449	0.2650356523
450	0.2649343024
451	0.2648441669
452	0.26474127
453	0.2646530233
454	0.2645392147
455	0.2644046955
456	0.2643135272
457	0.26417128
458	0.2640803186
459	0.2639850476
460	0.2638567042
461	0.2637339532
462	0.2635892139
463	0.2634737208
464	0.2633687275
465	0.2632491627
466	0.2631508794
467	0.2630626767
468	0.2629212816
469	0.262809221
470	0.2626356369
471	0.2625085741
472	0.2624193929
473	0.2623416038
474	0.2622503968
475	0.2621953107
476	0.2620975614
477	0.2618460627
478	0.2618151901
479	0.2616483756
480	0.2615322827
481	0.2613800875
482	0.2612368856
483	0.2610604081
484	0.260905106
485	0.2608666078
486	0.2606877788
487	0.260515251
488	0.2603970867
489	0.2602836679
490	0.2602136697
491	0.2600775343
492	0.259944049
493	0.2598809641
494	0.2597754398
495	0.2596920079
496	0.259626477
497	0.2595463715
498	0.2594953507
499	0.2594277242
500	0.2593149344
501	0.259244924
502	0.2591426659
503	0.2589909804
504	0.2589279819
505	0.2588252613
506	0.2587498871
507	0.2586252338
508	0.2585409092
509	0.2584312936
510	0.2583119497
511	0.258172091
512	0.2579522331
513	0.2578727106
514	0.2577519766
515	0.2576350606
516	0.2575128011
517	0.2573226703
518	0.2571676093
519	0.2570533499
520	0.2569378465
521	0.2568050863
522	0.2567572545
523	0.2566341835
524	0.2565327278
525	0.2564670552
526	0.25635738
527	0.2562737189
528	0.2561570215
529	0.2560796801
530	0.2560014357
531	0.2559157571
532	0.2557714701
533	0.2557147802
534	0.2556071816
535	0.2555277421
536	0.2554556636
537	0.2554131483
538	0.2552889815
539	0.2552032112
540	0.2551490929
541	0.2550741023
542	0.2549856646
543	0.2549022862
544	0.2547586416
545	0.2547038958
546	0.2546737458
547	0.254504382
548	0.254430785
549	0.2543135829
550	0.2541433795
551	0.2540495479
552	0.2539318294
553	0.2538202055
554	0.2537786261
555	0.2536493023
556	0.2535668847
557	0.2534461798
558	0.2533022622
559	0.2531747293
560	0.2530530009
561	0.2529836636
562	0.2529231651
563	0.2528703971
564	0.2527742192
565	0.252682934
566	0.2525533629
567	0.2524922646
568	0.2523679973
569	0.2522711921
570	0.252218704
571	0.2521570218
572	0.2521077558
573	0.2519873468
574	0.2519138177
575	0.2518409106
576	0.2517520479
577	0.2517194087
578	0.2516315784
579	0.2515571575
580	0.2514118781
581	0.2513703924
582	0.2512811417
583	0.2512364956
584	0.2511742277
585	0.2511005105
586	0.2509878284
587	0.2508980834
588	0.2506867052
589	0.2505559689
590	0.2504419241
591	0.250401107
592	0.2502687882
593	0.2501724618
594	0.2500803651
595	0.2499611026
596	0.2498449408
597	0.2497090909
598	0.2496630409
599	0.2496142825
600	0.2495514478
601	0.2494560272
602	0.2493671314
603	0.2492659281
604	0.2492165496
605	0.2491077562
606	0.2490257727
607	0.2489470208
608	0.2488752538
609	0.2487795614
610	0.248686103
611	0.2486151893
612	0.2485428138
613	0.2484724601
614	0.2483174386
615	0.2482512487
616	0.2481888868
617	0.2479769483
618	0.2478976896
619	0.247860428
620	0.2477749067
621	0.2477209294
622	0.2476725608
623	0.2475063341
624	0.2473873338
625	0.2472063283
626	0.2471618793
627	0.2470388024
628	0.2469202113
629	0.2468248858
630	0.2467287467
631	0.2466559521
632	0.2466115555
633	0.2465172964
634	0.246428962
635	0.246342877
636	0.246271566
637	0.2461710239
638	0.2460906481
639	0.2460411384
640	0.2459816205
641	0.2458336243
642	0.2457654957
643	0.2457053614
644	0.245678885
645	0.2456305464
646	0.2455570346
647	0.2454776466
648	0.2453779216
649	0.245274926
650	0.2451699933
651	0.2450927211
652	0.245039339
653	0.2449924502
654	0.2449423031
655	0.2448969302
656	0.2448298581
657	0.2447689263
658	0.244704499
659	0.2446344319
660	0.2445861732
661	0.2444936137
662	0.2444094431
663	0.2443304962
664	0.2442334818
665	0.2441368367
666	0.244064834
667	0.244032276
668	0.2439510343
669	0.2439046039
670	0.2438186472
671	0.2436946287
672	0.2436213659
673	0.2435298325
674	0.243486952
675	0.2433514927
676	0.2432250151
677	0.243184192
678	0.2431309133
679	0.2430505678
680	0.2429849289
681	0.2429127211
682	0.2427959787
683	0.242740928
684	0.242693124
685	0.2425972494
686	0.2425436631
687	0.2424646531
688	0.2424121661
689	0.2423511906
690	0.2422854976
691	0.2422090349
692	0.2421598676
693	0.2420484147
694	0.2419933862
695	0.2419285365
696	0.2419062894
697	0.2418703011
698	0.2418135257
699	0.2417570342
700	0.2416801424
701	0.2416183842
702	0.2414664332
703	0.2414127491
704	0.2413370616
705	0.2412443062
706	0.2411330671
707	0.241071488
708	0.2410028865
709	0.2409224735
710	0.240876221
711	0.2408042205
712	0.2407167215
713	0.240678595
714	0.2406281836
715	0.2405540751
716	0.2404560814
717	0.2403976185
718	0.2403215594
719	0.2402817748
720	0.2401582393
721	0.2400446852
722	0.239998117
723	0.2399547628
724	0.2399052587
725	0.2398632585
726	0.2397579428
727	0.2396734138
728	0.2395968617
729	0.2395427666
730	0.2394334411
731	0.2393480958
732	0.2391844992
733	0.2391266752
734	0.2390564487
735	0.2389876899
736	0.2389350453
737	0.2388696635
738	0.238821329
739	0.2387159518
740	0.2386955979
741	0.2385909285
742	0.2385332245
743	0.2384537565
744	0.2384107159
745	0.2383343743
746	0.2382626517
747	0.238118102
748	0.2380414773
749	0.2379670913
750	0.2379252051
751	0.2378438551
752	0.2377953692
753	0.2377476318
754	0.2376259813
755	0.2374727349
756	0.2374233317
757	0.2373497453
758	0.2373140356
759	0.237247558
760	0.237168892
761	0.2370916451
762	0.2370261387
763	0.2369514564
764	0.2368665185
765	0.2367836866
766	0.2366966627
767	0.2366536486
768	0.2366066064
769	0.2365380898
770	0.2364665311
771	0.2363617059
772	0.2363064177
773	0.236269444
774	0.2362108448
775	0.236161223
776	0.2360959125
777	0.2360193629
778	0.2359269493
779	0.2358531424
780	0.2357533544
781	0.2356635
782	0.2356002409
783	0.2355666136
784	0.2354928938
785	0.2354102991
786	0.2353812048
787	0.235327467
788	0.2352725525
789	0.2352458512
790	0.2352314754
791	0.2352063882
792	0.2351685021
793	0.235093633
794	0.2349445708
795	0.2349002867
796	0.2348676674
797	0.2348216583
798	0.2347256537
799	0.234659897
800	0.2345601036
801	0.2345150713
802	0.2344512814
803	0.2343957924
804	0.2343566155
805	0.2342635685
806	0.2341942429
807	0.2341435536
808	0.2340966066
809	0.2339926743
810	0.2339503867
811	0.233876829
812	0.2338264814
813	0.2337828769
814	0.233686331
815	0.2335860855
816	0.2334482812
817	0.233404882
818	0.2333549254
819	0.2333250155
820	0.2332374814
821	0.2331470775
822	0.2331082117
823	0.2330652184
824	0.2330006422
825	0.2329844566
826	0.2329551657
827	0.2329043187
828	0.2328634474
829	0.2327356013
830	0.232666839
831	0.2326198927
832	0.2325904521
833	0.232507013
834	0.2324269327
835	0.2323714702
836	0.2322744256
837	0.2322563519
838	0.2322117346
839	0.2321859402
840	0.2321213194
841	0.2320848949
842	0.2320665948
843	0.2319433944
844	0.2318817321
845	0.2318047207
846	0.2317000042
847	0.2316616084
848	0.2315883451
849	0.2315523329
850	0.2315123585
851	0.231480978
852	0.2314027158
853	0.2313436678
854	0.2312918833
855	0.2312572745
856	0.2311793694
857	0.2311149921
858	0.2309834683
859	0.2309126336
860	0.2308534312
861	0.2307651159
862	0.2307201762
863	0.2306449306
864	0.2305123297
865	0.2304980026
866	0.2304680213
867	0.2304042187
868	0.2303513865
869	0.2302583965
870	0.2301998394
871	0.2301401334
872	0.230104804
873	0.2300281415
874	0.2299907283
875	0.2299120884
876	0.2298913724
877	0.2297779717
878	0.229729842
879	0.2296902412
880	0.2296049794
881	0.2295686355
882	0.2295304086
883	0.2294683606
884	0.2294432171
885	0.2293652513
886	0.2292884346
887	0.2292054086
888	0.2291693157
889	0.2291067454
890	0.229041717
891	0.2290098249
892	0.2289450862
893	0.228865166
894	0.2287857848
895	0.2287222716
896	0.2286603373
897	0.2285873604
898	0.2285010758
899	0.228406497
900	0.2283640284
901	0.2283423099
902	0.2283221336
903	0.2282632857
904	0.2282025385
905	0.2281603138
906	0.2281264724
907	0.2281067748
908	0.2280619787
909	0.228031542
910	0.2279885416
911	0.2279335018
912	0.2279129329
913	0.2278474068
914	0.2277530337
915	0.2276917732
916	0.2276631121
917	0.2275899025
918	0.2275608548
919	0.2274669896
920	0.2274126717
921	0.2273295939
922	0.2272995634
923	0.2272379768
924	0.2271316908
925	0.2271101653
926	0.2270384212
927	0.2269733322
928	0.226902121
929	0.2267684584
930	0.2266991034
931	0.2266789536
932	0.2266070482
933	0.226579737
934	0.2265382713
935	0.2264763472
936	0.2264587486
937	0.2264228428
938	0.2263917634
939	0.2263472294
940	0.2262663097
941	0.2261796113
942	0.2261166305
943	0.226100568
944	0.226042861
945	0.2259654068
946	0.2259035378
947	0.225851989
948	0.2258266605
949	0.2257617662
950	0.2256801102
951	0.2255999948
952	0.2255757805
953	0.2255140579
954	0.2254577467
955	0.2253976988
956	0.2253194386
957	0.2252489705
958	0.2251908584
959	0.2251024166
960	0.2250569018
961	0.2250236745
962	0.224991893
963	0.2249734858
964	0.2249133873
965	0.2248722702
966	0.2247984654
967	0.224775448
968	0.2246839715
969	0.2245980631
970	0.2245344136
971	0.2244710245
972	0.2244512036
973	0.2244191907
974	0.2243620982
975	0.2243094353
976	0.224276159
977	0.2242157712
978	0.2241378695
979	0.2240757932
980	0.2240385538
981	0.2239749168
982	0.223929904
983	0.2238844029
984	0.2237958423
985	0.2237582989
986	0.2236876723
987	0.2236323559
988	0.2235711888
989	0.2235033506
990	0.2234241863
991	0.2233499837
992	0.2232692122
993	0.2232465595
994	0.2231686212
995	0.2231349635
996	0.2231193487
997	0.2231053393
998	0.2230548928
999	0.2230213238
